speed_kmh,shutter_us,illum_lx,iso,axis,frame,bew_px,mtf50_cy_px,n_roi
30,100,15000,1600,V,06.png,3.135,0.1698,2
30,100,15000,1600,V,07.png,2.9000000000000004,0.1802,2
30,100,15000,1600,V,08.png,2.93,0.18025,2
30,100,15000,1600,V,09.png,3.17,0.1673,2
30,100,15000,1600,V,10.png,3.005,0.1743,2
30,100,40000,1600,H,01.png,4.6899999999999995,0.10464999999999999,2
30,100,40000,1600,H,02.png,4.615,0.1062,2
30,100,40000,1600,H,03.png,4.640000000000001,0.10635,2
30,100,40000,1600,H,04.png,4.775,0.1047,2
30,100,40000,1600,H,05.png,4.62,0.10745,2
30,100,40000,1600,H,06.png,5.025,0.09925,2
30,100,40000,1600,H,07.png,4.9,0.1022,2
30,100,40000,1600,H,08.png,4.925000000000001,0.10005,2
30,100,40000,1600,H,09.png,5.055,0.0974,2
30,100,40000,1600,H,10.png,4.6850000000000005,0.10705,2
30,100,40000,1600,V,01.png,3.46,0.15815,2
30,100,40000,1600,V,02.png,3.375,0.15905000000000002,2
30,100,40000,1600,V,03.png,3.39,0.15955000000000003,2
30,100,40000,1600,V,04.png,3.435,0.1569,2
30,100,40000,1600,V,05.png,3.41,0.1601,2
30,100,40000,1600,V,06.png,3.47,0.15255,2
30,100,40000,1600,V,07.png,3.49,0.1545,2
30,100,40000,1600,V,08.png,3.5,0.15345,2
30,100,40000,1600,V,09.png,3.4850000000000003,0.1505,2
30,100,40000,1600,V,10.png,3.42,0.1578,2
30,250,15000,1250,H,01.png,8.93,0.0529,2
30,250,15000,1250,H,02.png,8.745000000000001,0.05405,2
30,250,15000,1250,H,03.png,8.67,0.054599999999999996,2
30,250,15000,1250,H,04.png,8.844999999999999,0.05335,2
30,250,15000,1250,H,05.png,8.79,0.05365,2
30,250,15000,1250,H,06.png,8.71,0.054349999999999996,2
30,250,15000,1250,H,07.png,8.969999999999999,0.05305,2
30,250,15000,1250,H,08.png,8.73,0.05395,2
30,250,15000,1250,H,09.png,8.735,0.054349999999999996,2
30,250,15000,1250,H,10.png,8.725000000000001,0.0539,2
30,250,15000,1250,V,01.png,3.3,0.1578,2
30,250,15000,1250,V,02.png,3.08,0.16670000000000001,2
30,250,15000,1250,V,03.png,3.04,0.1696,2
30,250,15000,1250,V,04.png,3.2800000000000002,0.15835,2
30,250,15000,1250,V,05.png,3.1799999999999997,0.16544999999999999,2
30,250,15000,1250,V,06.png,3.085,0.16815,2
30,250,15000,1250,V,07.png,3.2800000000000002,0.1585,2
30,250,15000,1250,V,08.png,3.1950000000000003,0.16554999999999997,2
30,250,15000,1250,V,09.png,3.12,0.1673,2
30,250,15000,1250,V,10.png,3.13,0.1666,2
30,250,40000,1250,H,01.png,8.355,0.0579,2
30,250,40000,1250,H,02.png,8.215,0.0586,2
30,250,40000,1250,H,03.png,8.344999999999999,0.0579,2
30,250,40000,1250,H,04.png,8.195,0.05865,2
30,250,40000,1250,H,05.png,8.434999999999999,0.0574,2
30,250,40000,1250,H,06.png,8.254999999999999,0.058499999999999996,2
30,250,40000,1250,H,07.png,8.45,0.0572,2
30,250,40000,1250,H,08.png,8.29,0.05785,2
30,250,40000,1250,H,09.png,8.295,0.05755,2
30,250,40000,1250,H,10.png,8.29,0.058050000000000004,2
30,250,40000,1250,V,01.png,3.57,0.1528,2
30,250,40000,1250,V,02.png,3.75,0.1503,2
30,250,40000,1250,V,03.png,3.535,0.1531,2
30,250,40000,1250,V,04.png,3.7199999999999998,0.14865,2
30,250,40000,1250,V,05.png,3.515,0.1542,2
30,250,40000,1250,V,06.png,3.685,0.15155000000000002,2
30,250,40000,1250,V,07.png,3.5149999999999997,0.154,2
30,250,40000,1250,V,08.png,3.67,0.1494,2
30,250,40000,1250,V,09.png,3.615,0.1502,2
30,250,40000,1250,V,10.png,3.615,0.1532,2
30,500,15000,640,H,01.png,16.425,0.02905,2
30,500,15000,640,H,02.png,16.42,0.0291,2
30,500,15000,640,H,03.png,16.395,0.02905,2
30,500,15000,640,H,04.png,16.41,0.028999999999999998,2
30,500,15000,640,H,05.png,16.34,0.0291,2
30,500,15000,640,H,06.png,16.395,0.028999999999999998,2
30,500,15000,640,H,07.png,16.455,0.0288,2
30,500,15000,640,H,08.png,16.33,0.02905,2
30,500,15000,640,H,09.png,16.355,0.02905,2
30,500,15000,640,H,10.png,16.375,0.029150000000000002,2
30,500,15000,640,V,01.png,3.465,0.14905000000000002,2
30,500,15000,640,V,02.png,3.415,0.1506,2
30,500,15000,640,V,03.png,3.465,0.1484,2
30,500,15000,640,V,04.png,3.395,0.1506,2
30,500,15000,640,V,05.png,3.3449999999999998,0.15435,2
30,500,15000,640,V,06.png,3.495,0.1471,2
30,500,15000,640,V,07.png,3.69,0.1376,2
30,500,15000,640,V,08.png,3.6,0.1404,2
30,500,15000,640,V,09.png,3.505,0.14679999999999999,2
30,500,15000,640,V,10.png,3.4000000000000004,0.1491,2
30,500,40000,640,H,01.png,15.16,0.03195,2
30,500,40000,640,H,02.png,15.120000000000001,0.0322,2
30,500,40000,640,H,03.png,15.329999999999998,0.03165,2
30,500,40000,640,H,04.png,15.18,0.0322,2
30,500,40000,640,H,05.png,15.315000000000001,0.03165,2
30,500,40000,640,H,06.png,15.165,0.0319,2
30,500,40000,640,H,07.png,15.165,0.0322,2
30,500,40000,640,H,08.png,15.02,0.03245,2
30,500,40000,640,H,09.png,15.155,0.032299999999999995,2
30,500,40000,640,H,10.png,15.07,0.0326,2
30,500,40000,640,V,01.png,3.27,0.15485,2
30,500,40000,640,V,02.png,3.18,0.15965000000000001,2
30,500,40000,640,V,03.png,3.31,0.1542,2
30,500,40000,640,V,04.png,3.205,0.15835,2
30,500,40000,640,V,05.png,3.33,0.1542,2
30,500,40000,640,V,06.png,3.26,0.15505,2
